               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 104,            0.029376,           0.0090271,                   0,             0.90338,              0.8562,             0.90051,             0.49215,            0.032136,           0.0077206,                   0,           0.0083005,           0.0083005,           0.0083005
                 105,             0.02959,           0.0090514,                   0,             0.92142,             0.84198,             0.89662,             0.47634,            0.033597,           0.0078221,                   0,            0.008284,            0.008284,            0.008284
                 106,            0.030225,           0.0089678,                   0,             0.92503,             0.84684,              0.8985,             0.49711,            0.033051,           0.0075976,                   0,           0.0082675,           0.0082675,           0.0082675
                 107,            0.029486,           0.0089644,                   0,             0.92441,             0.86217,              0.9075,             0.49016,            0.033353,            0.007664,                   0,            0.008251,            0.008251,            0.008251
                 108,            0.028976,           0.0085415,                   0,             0.92784,             0.83712,             0.89626,             0.48194,            0.033212,           0.0078257,                   0,           0.0082345,           0.0082345,           0.0082345
                 109,            0.028974,            0.008836,                   0,             0.92755,             0.85089,             0.90219,              0.4846,             0.03321,           0.0075884,                   0,            0.008218,            0.008218,            0.008218
                 110,            0.029836,           0.0086983,                   0,             0.93985,             0.84927,             0.90506,             0.48995,            0.033218,           0.0077191,                   0,           0.0082015,           0.0082015,           0.0082015
                 111,            0.029551,           0.0090591,                   0,             0.93152,             0.85645,              0.9027,             0.49981,            0.032237,           0.0075423,                   0,            0.008185,            0.008185,            0.008185
                 112,            0.029057,            0.008695,                   0,             0.92152,             0.85656,             0.89818,             0.47859,            0.032964,           0.0077408,                   0,           0.0081685,           0.0081685,           0.0081685
                 113,            0.028311,           0.0088048,                   0,             0.94372,             0.84198,             0.90476,             0.49821,            0.031879,           0.0076319,                   0,            0.008152,            0.008152,            0.008152
                 114,            0.028283,           0.0085075,                   0,              0.9318,             0.85329,             0.90556,             0.49568,             0.03275,           0.0077109,                   0,           0.0081355,           0.0081355,           0.0081355
                 115,            0.029387,           0.0086484,                   0,             0.91015,             0.85008,             0.89577,             0.48952,            0.032139,           0.0078807,                   0,            0.008119,            0.008119,            0.008119
                 116,            0.028887,           0.0084966,                   0,              0.9281,             0.84734,             0.90359,             0.48991,            0.032402,           0.0076073,                   0,           0.0081025,           0.0081025,           0.0081025
                 117,             0.02918,           0.0089373,                   0,             0.93104,             0.85333,             0.90508,             0.48782,            0.032628,             0.00768,                   0,            0.008086,            0.008086,            0.008086
                 118,             0.02866,            0.008456,                   0,             0.93641,             0.86629,             0.91127,             0.50091,            0.032072,           0.0075959,                   0,           0.0080695,           0.0080695,           0.0080695
                 119,             0.02812,            0.008316,                   0,              0.9324,             0.84944,              0.9064,             0.49584,            0.033109,           0.0078125,                   0,            0.008053,            0.008053,            0.008053
                 120,            0.028175,           0.0085355,                   0,             0.91584,             0.84725,             0.90253,             0.48801,            0.033289,           0.0077981,                   0,           0.0080365,           0.0080365,           0.0080365
                 121,            0.029202,           0.0085011,                   0,             0.93961,             0.84473,             0.90688,             0.47964,            0.033469,           0.0077809,                   0,             0.00802,             0.00802,             0.00802
                 122,             0.02941,             0.00862,                   0,             0.92285,             0.84846,             0.90233,             0.49685,            0.032946,           0.0077435,                   0,           0.0080035,           0.0080035,           0.0080035
                 123,            0.028224,           0.0085238,                   0,             0.91868,             0.84227,             0.89629,             0.47856,            0.033775,           0.0078046,                   0,            0.007987,            0.007987,            0.007987
                 124,            0.028123,           0.0087722,                   0,             0.93417,             0.85008,             0.90232,             0.49771,            0.032122,           0.0075543,                   0,           0.0079705,           0.0079705,           0.0079705
                 125,            0.029096,           0.0087888,                   0,             0.91498,             0.85981,             0.89787,             0.48074,            0.032921,           0.0078291,                   0,            0.007954,            0.007954,            0.007954
                 126,            0.028102,           0.0086584,                   0,             0.92784,              0.8649,             0.89956,             0.49925,            0.031782,           0.0075831,                   0,           0.0079375,           0.0079375,           0.0079375
