               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 147,            0.025958,           0.0083198,                   0,             0.93736,             0.86456,              0.9147,             0.52093,            0.030384,           0.0073236,                   0,            0.007591,            0.007591,            0.007591
                 148,            0.026207,           0.0083503,                   0,             0.93405,             0.86145,             0.91174,             0.51979,            0.030029,           0.0072992,                   0,           0.0075745,           0.0075745,           0.0075745
                 149,            0.026573,            0.008445,                   0,              0.9358,             0.86769,             0.91642,             0.52282,             0.02998,           0.0072615,                   0,            0.007558,            0.007558,            0.007558
                 150,            0.026687,           0.0084579,                   0,              0.9347,             0.85645,             0.91294,             0.52097,            0.030128,           0.0072443,                   0,           0.0075415,           0.0075415,           0.0075415
                 151,            0.026082,           0.0083688,                   0,             0.93013,             0.86369,             0.91111,              0.5199,            0.030031,           0.0072537,                   0,            0.007525,            0.007525,            0.007525
                 152,            0.026554,           0.0083457,                   0,             0.92859,             0.86479,             0.91505,             0.52305,             0.02994,           0.0072762,                   0,           0.0075085,           0.0075085,           0.0075085
                 153,            0.026406,           0.0083586,                   0,             0.93488,             0.86227,             0.91826,             0.52564,            0.030004,           0.0072461,                   0,            0.007492,            0.007492,            0.007492
                 154,            0.025901,           0.0083815,                   0,              0.9439,             0.85065,              0.9178,             0.52904,            0.029964,           0.0071987,                   0,           0.0074755,           0.0074755,           0.0074755
                 155,            0.025702,           0.0082465,                   0,             0.94413,             0.85958,              0.9174,             0.52579,            0.029961,           0.0071999,                   0,            0.007459,            0.007459,            0.007459
                 156,            0.026115,           0.0084107,                   0,             0.93912,             0.85969,             0.91377,             0.52766,            0.029976,           0.0072179,                   0,           0.0074425,           0.0074425,           0.0074425
                 157,            0.026311,           0.0084118,                   0,             0.93192,             0.86456,             0.91558,             0.52676,            0.029956,           0.0072409,                   0,            0.007426,            0.007426,            0.007426
                 158,            0.025978,           0.0083462,                   0,             0.93237,             0.86201,             0.91516,             0.52483,            0.029914,           0.0072378,                   0,           0.0074095,           0.0074095,           0.0074095
                 159,            0.025667,           0.0083557,                   0,             0.92596,             0.86212,             0.91366,             0.52403,              0.0298,            0.007259,                   0,            0.007393,            0.007393,            0.007393
                 160,            0.025929,           0.0084142,                   0,             0.92653,             0.86212,             0.91277,             0.52422,            0.029568,            0.007237,                   0,           0.0073765,           0.0073765,           0.0073765
                 161,             0.02613,           0.0082193,                   0,             0.92314,             0.85888,             0.90995,             0.52738,            0.029363,           0.0072327,                   0,             0.00736,             0.00736,             0.00736
                 162,            0.025821,           0.0082277,                   0,             0.93836,             0.84996,              0.9098,             0.52359,            0.029423,           0.0072528,                   0,           0.0073435,           0.0073435,           0.0073435
                 163,            0.025911,            0.008407,                   0,             0.93053,             0.85825,             0.91066,             0.52184,            0.029366,           0.0072565,                   0,            0.007327,            0.007327,            0.007327
                 164,            0.025589,           0.0083023,                   0,             0.92245,             0.85888,             0.91142,             0.52627,            0.029451,           0.0072746,                   0,           0.0073105,           0.0073105,           0.0073105
